abn|abr_type|name|abn_registration_date|abn_cancellation_date|address|suburb|state|postcode|country|anzsic|acn|key:ID|:LABEL|source|source_file|local_id|last_updated|type
56103488699|Other Incorporated Entity|107 Projects Incorporated|2008-05-21||107 Redfern St|Redfern|NSW|2016|AUS|90010||abr/56103488699|abr;organisation|abr|../swin_matched_abrs_score_90.csv|56103488699|2023-07-06 14:59:28.725695|organisation
32641101064|Australian Private Company|123V Pty Ltd|2020-05-25||60 Vincent St|Glen Iris|VIC|3146|AUS|18110|641101064.0|abr/32641101064|abr;organisation|abr|../swin_matched_abrs_score_90.csv|32641101064|2023-07-06 14:59:28.725695|organisation
81139805762|Australian Private Company|139 805 762 Pty Ltd|2014-03-17|2017-10-01|62 Harper St|Molendinar|QLD|4214|AUS|82199|139805762.0|abr/81139805762|abr;organisation|abr|../swin_matched_abrs_score_90.csv|81139805762|2023-07-06 14:59:28.725695|organisation
90622678835|Australian Private Company|23 Strands Pty Ltd|2017-11-21||Se 105 26-32 Pirrama Rd|Pyrmont|NSW|2009.0|AUS|85209|622678835.0|abr/90622678835|abr;organisation|abr|../swin_matched_abrs_score_90.csv|90622678835|2023-07-06 14:59:28.725695|organisation
30618428069|Australian Private Company|2D Water Pty Ltd|2017-04-06||5A Hartnett Cl|Mulgrave|VIC|3170|AUS|69100|618428069.0|abr/30618428069|abr;organisation|abr|../swin_matched_abrs_score_90.csv|30618428069|2023-07-06 14:59:28.725695|organisation
40128286573|Australian Private Company|3 Crowns Technologies Pty Ltd|2007-11-01||6 Rangeview Pl|Canning Vale|WA|6155|AUS|69400|128286573.0|abr/40128286573|abr;organisation|abr|../swin_matched_abrs_score_90.csv|40128286573|2023-07-06 14:59:28.725695|organisation
17112583356|Australian Private Company|3D-Geo Pty Ltd|2005-02-01||Unit 3 109 Whitehorse Rd|Blackburn|VIC|3130.0|AUS|10112|112583356.0|abr/17112583356|abr;organisation|abr|../swin_matched_abrs_score_90.csv|17112583356|2023-07-06 14:59:28.725695|organisation
79610263888|Australian Private Company|23 Industries Australia Pty Ltd|2016-01-19||Unit 7 1-11 Burns Rd|Heathcote|NSW|2233|AUS|42430|610263888.0|abr/79610263888|abr;organisation|abr|../swin_matched_abrs_score_90.csv|79610263888|2023-07-06 14:59:28.725695|organisation
32060673396|Australian Private Company|3D Systems Asia-Pacific Pty Ltd|2000-02-25||Unit 6 1 James St|Bayswater|VIC|3153|AUS|69230|60673396.0|abr/32060673396|abr;organisation|abr|../swin_matched_abrs_score_90.csv|32060673396|2023-07-06 14:59:28.725695|organisation
13613519323|Australian Private Company|3Dmeditech Pty Ltd|2016-07-13||U 3 40 Cook St|Port Melbourne|VIC|3207|AUS|24690|613519323.0|abr/13613519323|abr;organisation|abr|../swin_matched_abrs_score_90.csv|13613519323|2023-07-06 14:59:28.725695|organisation
98090155614|Australian Private Company|Z & G Engineering Pty Ltd|2000-02-02||936 Anzac Pde|Maroubra|NSW|2035.0|AUS|69210|90155614.0|abr/98090155614|abr;organisation|abr|../swin_matched_abrs_score_90.csv|98090155614|2023-07-06 14:59:28.725695|organisation
90000100096|Australian Private Company|3M Australia Pty Ltd|2000-03-06||950 Pacific Hwy|Pymble|NSW|2073|AUS|37360|100096.0|abr/90000100096|abr;organisation|abr|../swin_matched_abrs_score_90.csv|90000100096|2023-07-06 14:59:28.725695|organisation
11073742604|Australian Private Company|4Dgeotechnics Pty Ltd|2000-01-26||Unit 4 6 Glengarry Dr|Duncraig|WA|6023|AUS|69230|73742604.0|abr/11073742604|abr;organisation|abr|../swin_matched_abrs_score_90.csv|11073742604|2023-07-06 14:59:28.725695|organisation
38010996997|Australian Public Company|A B Paterson College Limited|2000-04-29||10 A B Paterson Dr|Arundel|QLD|4214|AUS|80220|10996997.0|abr/38010996997|abr;organisation|abr|../swin_matched_abrs_score_90.csv|38010996997|2023-07-06 14:59:28.725695|organisation
58004857649|Australian Private Company|A. Genovese & Sons Pty. Ltd.|2000-04-11||2 Nicholson St|Coburg|VIC|3058|AUS|11990|4857649.0|abr/58004857649|abr;organisation|abr|../swin_matched_abrs_score_90.csv|58004857649|2023-07-06 14:59:28.725695|organisation
26066082997|Australian Private Company|Access Services Pty Ltd|2011-04-06||99 Brigantine St|Rutherford|NSW|2320|AUS|52999|66082997.0|abr/26066082997|abr;organisation|abr|../swin_matched_abrs_score_90.csv|26066082997|2023-07-06 14:59:28.725695|organisation
76006459089|Australian Private Company|A.C.N. 006 459 089 Pty. Ltd.|2000-06-08||26-32 Aberdeen Rd|Altona|VIC|3018.0|AUS|22930|6459089.0|abr/76006459089|abr;organisation|abr|../swin_matched_abrs_score_90.csv|76006459089|2023-07-06 14:59:28.725695|organisation
68008673167|Australian Private Company|A.C.N. 008 673 167 Pty Ltd|2003-12-01||Suite G01 & G02|Macquarie Park|NSW|2113.0|AUS|32120|8673167.0|abr/68008673167|abr;organisation|abr|../swin_matched_abrs_score_90.csv|68008673167|2023-07-06 14:59:28.725695|organisation
28050329603|Australian Private Company|A.C.N. 050 329 603 Pty Ltd|2000-02-06||30-46 Powell St|East Bendigo|VIC|3550|AUS|21210|50329603.0|abr/28050329603|abr;organisation|abr|../swin_matched_abrs_score_90.csv|28050329603|2023-07-06 14:59:28.725695|organisation
12638763881|Australian Private Company|A2 Consulting Pty Ltd|2020-01-29||9 Blair Ct|Keilor|VIC|3036|AUS|69230|638763881.0|abr/12638763881|abr;organisation|abr|../swin_matched_abrs_score_90.csv|12638763881|2023-07-06 14:59:28.725695|organisation
99161798590|Australian Private Company|A & I Coatings Holdings Pty Ltd|2013-01-02||7 Lackey Rd|Moss Vale|NSW|2577|AUS|62400|161798590.0|abr/99161798590|abr;organisation|abr|../swin_matched_abrs_score_90.csv|99161798590|2023-07-06 14:59:28.725695|organisation
58381975760|Other Incorporated Entity|A Just Australia Inc|2001-12-07||Suite 4A6|Surry Hills|NSW|2010|AUS|95599||abr/58381975760|abr;organisation|abr|../swin_matched_abrs_score_90.csv|58381975760|2023-07-06 14:59:28.725695|organisation
17085271361|Australian Private Company|AAA Passive Fire Services Pty Ltd|2000-06-01|2018-04-26|401 Francis St|Brooklyn|VIC|3012.0|AUS|77130|85271361.0|abr/17085271361|abr;organisation|abr|../swin_matched_abrs_score_90.csv|17085271361|2023-07-06 14:59:28.725695|organisation
30167943713|Australian Private Company|AACT Holdings Pty Ltd|2014-02-07|2019-08-15|13 Bollinger Cl|The Vines|WA|6069|AUS|73110|167943713.0|abr/30167943713|abr;organisation|abr|../swin_matched_abrs_score_90.csv|30167943713|2023-07-06 14:59:28.725695|organisation
46611913225|Australian Private Company|A&AF Pty Ltd|2016-04-18||Se 3 39 Geils Ct|Deakin|ACT|2600.0|AUS|45120|611913225.0|abr/46611913225|abr;organisation|abr|../swin_matched_abrs_score_90.csv|46611913225|2023-07-06 14:59:28.725695|organisation
12628946681|Australian Public Company|AAFIE Foundation Ltd|2018-09-21||58 Fernberg Rd|Paddington|QLD|4064.0|AUS|87900|628946681.0|abr/12628946681|abr;organisation|abr|../swin_matched_abrs_score_90.csv|12628946681|2023-07-06 14:59:28.725695|organisation
78095801246|Australian Private Company|AAM Geoscan Pty Ltd|2001-02-05|2006-01-08|11 Wicklow St|Kangaroo Point|QLD|4169.0|AUS|69220|95801246.0|abr/78095801246|abr;organisation|abr|../swin_matched_abrs_score_90.csv|78095801246|2023-07-06 14:59:28.725695|organisation
63106160678|Australian Private Company|AAM Pty Ltd|2003-10-01||Suite 2|Macquarie Park|NSW|2113|AUS|69220|106160678.0|abr/63106160678|abr;organisation|abr|../swin_matched_abrs_score_90.csv|63106160678|2023-07-06 14:59:28.725695|organisation
87000285227|Australian Private Company|AAM Surveys Pty. Limited|2000-03-25||Ground Floor|Camberwell|VIC|3124|AUS|62400|285227.0|abr/87000285227|abr;organisation|abr|../swin_matched_abrs_score_90.csv|87000285227|2023-07-06 14:59:28.725695|organisation
54084540518|Australian Private Company|Aarnet Pty Ltd|1999-11-01||Level 7|Chatswood|NSW|2067|AUS|59100|84540518.0|abr/54084540518|abr;organisation|abr|../swin_matched_abrs_score_90.csv|54084540518|2023-07-06 14:59:28.725695|organisation
78081906943|Australian Private Company|MAURI Enterprises Pty Ltd|2000-03-08|2007-12-01|Unit 6 159-161 Lawley St|Yokine|WA|6060|AUS|73110|81906943.0|abr/78081906943|abr;organisation|abr|../swin_matched_abrs_score_90.csv|78081906943|2023-07-06 14:59:28.725695|organisation
85003994241|Australian Private Company|AB Mauri Technology & Development Pty Limited|2000-05-12||L2 Building A|Macquarie Park|NSW|2113.0|AUS|69100|3994241.0|abr/85003994241|abr;organisation|abr|../swin_matched_abrs_score_90.csv|85003994241|2023-07-06 14:59:28.725695|organisation
47139252752|Australian Private Company|AB Sciex Australia Pty Ltd|2009-10-01||Se 4 2 Gilda Court|Mulgrave|VIC|3170|AUS|43109|139252752.0|abr/47139252752|abr;organisation|abr|../swin_matched_abrs_score_90.csv|47139252752|2023-07-06 14:59:28.725695|organisation
17128162907|Australian Private Company|ABB Partnership Pty Ltd|2007-12-18|2017-02-09|The Rialto Level 30 525 Collins Stree|Melbourne|VIC|3000|AUS|72990|128162907.0|abr/17128162907|abr;organisation|abr|../swin_matched_abrs_score_90.csv|17128162907|2023-07-06 14:59:28.725695|organisation
27131213315|Australian Private Company|GB automation & Technologies Pty Ltd|2008-05-21|2015-04-28|29 Gaffney St|Castlemaine|VIC|3450|AUS|32320|131213315.0|abr/27131213315|abr;organisation|abr|../swin_matched_abrs_score_90.csv|27131213315|2023-07-06 14:59:28.725695|organisation
85082620568|Australian Private Company|ABC Enterprises (Sa) Pty Ltd|2000-03-11|2016-06-30|60 Mitton Av|Henley Beach|SA|5022|AUS|32420|82620568.0|abr/85082620568|abr;organisation|abr|../swin_matched_abrs_score_90.csv|85082620568|2023-07-06 14:59:28.725695|organisation
46009026153|Australian Private Company|G. B. International Projects Pty Ltd|1999-11-01||344 The Boulevard|City Beach|WA|6015|AUS|62400|9026153.0|abr/46009026153|abr;organisation|abr|../swin_matched_abrs_score_90.csv|46009026153|2023-07-06 14:59:28.725695|organisation
12640400399|Australian Private Company|ABEL Energy Pty Ltd|2020-04-20||17 Woomera Pl|Archerfield|QLD|4108.0|AUS|18120|640400399.0|abr/12640400399|abr;organisation|abr|../swin_matched_abrs_score_90.csv|12640400399|2023-07-06 14:59:28.725695|organisation
